日付け,終値,始値,高値,安値,出来高,変化率 %,,
2021/8/5,310590 ,298776 ,311760 ,277590 ,4.47K,3.95%,,516
2021/8/6,318854 ,310590 ,324730 ,299130 ,2.62K,2.66%,,515
2021/8/7,347950 ,318854 ,349590 ,316080 ,3.64K,9.13%,,514
2021/8/8,332090 ,347950 ,351130 ,325260 ,3.11K,-4.56%,,513
2021/8/9,349090 ,332090 ,351450 ,318560 ,3.38K,5.12%,,512
2021/8/10,347163 ,349090 ,357170 ,337900 ,2.47K,-0.55%,,511
2021/8/11,349590 ,347163 ,361132 ,346250 ,1.68K,0.70%,,510
2021/8/12,336460 ,349590 ,357260 ,329190 ,1.66K,-3.76%,,509
2021/8/13,364388 ,336460 ,364870 ,335560 ,1.50K,8.30%,,508
2021/8/14,358110 ,364388 ,364830 ,351449 ,1.02K,-1.72%,,507
2021/8/15,362770 ,358110 ,363950 ,341210 ,1.95K,1.30%,,506
2021/8/16,344070 ,362770 ,365640 ,342840 ,2.01K,-5.15%,,505
2021/8/17,330670 ,344070 ,359500 ,328445 ,2.61K,-3.89%,,504
2021/8/18,331480 ,330670 ,343623 ,323603 ,1.86K,0.24%,,503
2021/8/19,349150 ,331480 ,349940 ,324910 ,2.29K,5.33%,,502
2021/8/20,360950 ,349150 ,362840 ,349140 ,1.84K,3.38%,,501
2021/8/21,354290 ,360950 ,363380 ,352330 ,0.95K,-1.85%,,500
2021/8/22,356270 ,354290 ,359447 ,343919 ,1.15K,0.56%,,499
2021/8/23,363900 ,356270 ,371230 ,355520 ,2.44K,2.14%,,498
2021/8/24,348052 ,363900 ,368560 ,345420 ,2.32K,-4.35%,,497
2021/8/25,355060 ,348052 ,357320 ,338340 ,2.31K,2.01%,,496
2021/8/26,340527 ,355060 ,357660 ,336498 ,2.57K,-4.09%,,495
2021/8/27,359685 ,340527 ,360454 ,337156 ,2.16K,5.63%,,494
2021/8/28,356230 ,359685 ,360827 ,352903 ,0.66K,-0.96%,,493
2021/8/29,355409 ,356230 ,360739 ,346510 ,1.28K,-0.23%,,492
2021/8/30,354716 ,355409 ,368075 ,345350 ,2.27K,-0.19%,,491
2021/8/31,377760 ,354716 ,380696 ,350820 ,4.26K,6.50%,,490
2021/9/1,422330 ,377760 ,422440 ,372900 ,3.97K,11.80%,,489
2021/9/2,416523 ,422330 ,422330 ,409820 ,2.39K,-1.37%,,488
2021/9/3,431770 ,416523 ,441430 ,407910 ,3.96K,3.66%,,487
2021/9/4,426120 ,431770 ,435370 ,420843 ,0.61K,-1.31%,,486
2021/9/5,433593 ,426120 ,436890 ,420645 ,0.71K,1.75%,,485
2021/9/6,431680 ,433593 ,436320 ,427210 ,1.29K,-0.44%,,484
2021/9/7,377760 ,431680 ,433270 ,335522 ,8.01K,-12.49%,,483
2021/9/8,385366 ,377760 ,392276 ,355019 ,7.96K,2.01%,,482
2021/9/9,375980 ,385366 ,391910 ,373600 ,4.96K,-2.44%,,481
2021/9/10,352800 ,375980 ,385500 ,346300 ,5.31K,-6.17%,,480
2021/9/11,359110 ,352800 ,367820 ,351950 ,4.42K,1.79%,,479
2021/9/12,374630 ,359110 ,381276 ,355660 ,3.89K,4.32%,,478
2021/9/13,362200 ,374630 ,377035 ,342430 ,7.24K,-3.32%,,477
2021/9/14,375459 ,362200 ,376570 ,359879 ,2.91K,3.66%,,476
2021/9/15,394951 ,375459 ,394951 ,368360 ,2.63K,5.19%,,475
2021/9/16,391973 ,394951 ,401490 ,382810 ,3.21K,-0.75%,,474
2021/9/17,373561 ,391973 ,394992 ,368548 ,1.93K,-4.70%,,473
2021/9/18,378090 ,373561 ,389330 ,370650 ,1.95K,1.21%,,472
2021/9/19,365941 ,378090 ,379830 ,360770 ,2.47K,-3.21%,,471
2021/9/20,325562 ,365941 ,367740 ,320090 ,8.04K,-11.03%,,470
2021/9/21,301270 ,325562 ,340000 ,290390 ,11.62K,-7.46%,,469
2021/9/22,337830 ,301270 ,338620 ,299460 ,7.90K,12.14%,,468
2021/9/23,347995 ,337830 ,349740 ,333430 ,3.26K,3.01%,,467
2021/9/24,324760 ,347995 ,348720 ,302613 ,12.51K,-6.68%,,466
2021/9/25,323842 ,324760 ,328700 ,311150 ,6.66K,-0.28%,,465
2021/9/26,339220 ,323842 ,345030 ,303900 ,8.40K,4.75%,,464
2021/9/27,324650 ,339520 ,350270 ,324650 ,4.17K,-4.30%,,463
2021/9/28,313210 ,324650 ,330005 ,311389 ,5.63K,-3.52%,,462
2021/9/29,319488 ,313210 ,328607 ,311815 ,3.81K,2.00%,,461
2021/9/30,334932 ,319488 ,341160 ,317789 ,3.08K,4.83%,,460
2021/10/1,367570 ,334932 ,369800 ,331163 ,3.45K,9.74%,,459
2021/10/2,376705 ,367570 ,385136 ,362390 ,1.70K,2.49%,,458
2021/10/3,379300 ,376705 ,387180 ,371820 ,1.82K,0.69%,,457
2021/10/4,375694 ,379300 ,381430 ,362970 ,2.45K,-0.95%,,456
2021/10/5,392400 ,375694 ,394980 ,373530 ,1.83K,4.45%,,455
2021/10/6,398552 ,392400 ,404270 ,373660 ,2.50K,1.57%,,454
2021/10/7,401102 ,398552 ,407900 ,386890 ,2.11K,0.64%,,453
2021/10/8,399950 ,401102 ,410920 ,396730 ,2.36K,-0.29%,,452
2021/10/9,401009 ,399950 ,408090 ,397990 ,0.68K,0.26%,,451
2021/10/10,383860 ,401009 ,403910 ,382830 ,1.42K,-4.28%,,450
2021/10/11,401787 ,383860 ,408550 ,379220 ,2.06K,4.67%,,449
2021/10/12,395980 ,401787 ,402811 ,386846 ,2.15K,-1.45%,,448
2021/10/13,408597 ,395980 ,408597 ,388023 ,0.61K,3.19%,,447
2021/10/14,431161 ,408597 ,434147 ,407270 ,1.51K,5.52%,,446
2021/10/15,442019 ,431161 ,445643 ,425371 ,2.47K,2.52%,,445
2021/10/16,437666 ,442019 ,453950 ,434890 ,1.98K,-0.98%,,444
2021/10/17,439386 ,437666 ,447857 ,417569 ,2.45K,0.39%,,443
2021/10/18,428251 ,439501 ,444210 ,420330 ,2.24K,-2.53%,,442
2021/10/19,443960 ,428251 ,445170 ,426785 ,1.70K,3.67%,,441
2021/10/20,475769 ,444080 ,476500 ,438727 ,2.07K,7.16%,,440
2021/10/21,461640 ,475769 ,498436 ,457810 ,3.96K,-2.97%,,439
2021/10/22,450737 ,461640 ,475002 ,443145 ,2.64K,-2.36%,,438
2021/10/23,473590 ,450737 ,473660 ,447833 ,1.97K,5.07%,,437
2021/10/24,464340 ,473590 ,475050 ,450270 ,2.05K,-1.95%,,436
2021/10/25,480150 ,464340 ,481394 ,461830 ,1.94K,3.40%,,435
2021/10/26,471550 ,480150 ,490110 ,467100 ,1.81K,-1.79%,,434
2021/10/27,447006 ,471550 ,490094 ,445260 ,1.62K,-5.20%,,433
2021/10/28,486833 ,447006 ,487363 ,443550 ,2.60K,8.91%,,432
2021/10/29,502960 ,486833 ,508330 ,485160 ,2.91K,3.31%,,431
2021/10/30,492680 ,502960 ,504760 ,482920 ,1.34K,-2.04%,,430
2021/10/31,489732 ,492680 ,501030 ,475562 ,1.64K,-0.60%,,429
2021/11/1,493590 ,489732 ,500334 ,474780 ,2.02K,0.79%,,428
2021/11/2,523050 ,493590 ,524169 ,488980 ,2.41K,5.97%,,427
2021/11/3,524720 ,523050 ,531237 ,508490 ,1.61K,0.32%,,426
2021/11/4,516405 ,524720 ,525050 ,502880 ,1.05K,-1.58%,,425
2021/11/5,508310 ,516405 ,519349 ,504160 ,1.13K,-1.57%,,424
2021/11/6,511910 ,508310 ,513756 ,491240 ,0.38K,0.71%,,423
2021/11/7,523840 ,511910 ,525340 ,511160 ,1.20K,2.33%,,422
2021/11/8,544570 ,523840 ,545881 ,523720 ,2.11K,3.96%,,421
2021/11/9,534370 ,544570 ,545490 ,532270 ,1.54K,-1.87%,,420
2021/11/10,527690 ,534370 ,553850 ,511250 ,2.60K,-1.25%,,419
2021/11/11,538470 ,527690 ,544740 ,521640 ,0.64K,2.04%,,418
2021/11/12,532940 ,538470 ,548810 ,513800 ,1.21K,-1.03%,,417
2021/11/13,529530 ,532940 ,535790 ,522800 ,0.52K,-0.64%,,416
2021/11/14,527250 ,529530 ,534490 ,514460 ,0.64K,-0.43%,,415
2021/11/15,520060 ,527250 ,542774 ,518310 ,0.71K,-1.36%,,414
2021/11/16,485090 ,520060 ,520530 ,470971 ,2.14K,-6.72%,,413
2021/11/17,489980 ,485090 ,490830 ,467622 ,1.81K,1.01%,,412
2021/11/18,457744 ,489980 ,495110 ,452129 ,3.08K,-6.58%,,411
2021/11/19,490320 ,457830 ,491420 ,454800 ,2.36K,7.12%,,410
2021/11/20,503446 ,490320 ,505940 ,479830 ,0.86K,2.68%,,409
2021/11/21,488360 ,503446 ,504560 ,485660 ,0.66K,-3.00%,,408
2021/11/22,469590 ,488360 ,492590 ,462590 ,1.72K,-3.84%,,407
2021/11/23,499790 ,469590 ,504840 ,466230 ,1.83K,6.43%,,406
2021/11/24,493490 ,499790 ,503589 ,481200 ,1.56K,-1.26%,,405
2021/11/25,520394 ,493490 ,525400 ,491640 ,0.97K,5.45%,,404
2021/11/26,457400 ,520394 ,524030 ,446610 ,3.54K,-12.11%,,403
2021/11/27,462570 ,457400 ,474421 ,457150 ,0.19K,1.13%,,402
2021/11/28,488850 ,462570 ,489050 ,450800 ,0.96K,5.68%,,401
2021/11/29,506017 ,488850 ,507310 ,486357 ,1.86K,3.51%,,400
2021/11/30,523900 ,506017 ,533763 ,492540 ,2.78K,3.53%,,399
2021/12/1,517670 ,523900 ,542155 ,510810 ,1.95K,-1.19%,,398
2021/12/2,510440 ,517670 ,523330 ,501860 ,1.81K,-1.40%,,397
2021/12/3,476180 ,510440 ,527322 ,457399 ,2.44K,-6.71%,,396
2021/12/4,465990 ,476180 ,477300 ,389220 ,3.40K,-2.14%,,395
2021/12/5,474467 ,465990 ,479900 ,455970 ,2.58K,1.82%,,394
2021/12/6,494760 ,474467 ,496340 ,444950 ,2.76K,4.28%,,393
2021/12/7,489630 ,494760 ,502940 ,484190 ,1.25K,-1.04%,,392
2021/12/8,505120 ,489630 ,507230 ,481510 ,1.48K,3.16%,,391
2021/12/9,466640 ,505120 ,510628 ,463010 ,2.74K,-7.62%,,390
2021/12/10,442580 ,466640 ,480440 ,441442 ,2.85K,-5.16%,,389
2021/12/11,462312 ,442580 ,464800 ,435444 ,1.91K,4.46%,,388
2021/12/12,469010 ,462312 ,473370 ,452490 ,1.37K,1.45%,,387
2021/12/13,430210 ,469010 ,470100 ,417280 ,4.85K,-8.27%,,386
2021/12/14,439530 ,430210 ,441490 ,419225 ,2.81K,2.17%,,385
2021/12/15,458990 ,439530 ,466900 ,415650 ,3.87K,4.43%,,384
2021/12/16,450280 ,458990 ,467950 ,449710 ,2.58K,-1.90%,,383
2021/12/17,440960 ,450280 ,454570 ,420090 ,2.82K,-2.07%,,382
2021/12/18,450425 ,440960 ,454410 ,428840 ,1.83K,2.15%,,381
2021/12/19,446010 ,450425 ,458250 ,442210 ,1.87K,-0.98%,,380
2021/12/20,447920 ,446010 ,452540 ,427110 ,2.25K,0.43%,,379
2021/12/21,458410 ,447920 ,461980 ,444910 ,2.20K,2.34%,,378
2021/12/22,454309 ,458410 ,464970 ,450270 ,1.76K,-0.89%,,377
2021/12/23,470440 ,454309 ,475250 ,445380 ,2.72K,3.55%,,376
2021/12/24,462590 ,470440 ,472596 ,460620 ,1.25K,-1.67%,,375
2021/12/25,468890 ,462590 ,473551 ,460380 ,1.72K,1.36%,,374
2021/12/26,464600 ,468890 ,469770 ,458590 ,1.52K,-0.91%,,373
2021/12/27,463790 ,464600 ,474088 ,462600 ,0.96K,-0.17%,,372
2021/12/28,435720 ,463790 ,463790 ,432125 ,1.82K,-6.05%,,371
2021/12/29,417020 ,435720 ,439940 ,414535 ,2.05K,-4.29%,,370
2021/12/30,427160 ,417020 ,433780 ,412707 ,1.60K,2.43%,,369
2021/12/31,423430 ,427160 ,439432 ,417079 ,1.70K,-0.87%,,368
2022/1/1,433612 ,423430 ,434790 ,423410 ,0.69K,2.40%,,367
2022/1/2,441261 ,433612 ,443304 ,428065 ,0.86K,1.76%,,366
2022/1/3,434335 ,441261 ,443870 ,424691 ,1.38K,-1.57%,,365
2022/1/4,440200 ,434335 ,452400 ,428910 ,1.87K,1.35%,,364
2022/1/5,411150 ,440200 ,445504 ,396333 ,2.40K,-6.60%,,363
2022/1/6,395376 ,411150 ,412100 ,382050 ,2.82K,-3.84%,,362
2022/1/7,369560 ,395376 ,395390 ,356059 ,4.21K,-6.53%,,361
2022/1/8,356040 ,369560 ,375337 ,346790 ,2.82K,-3.66%,,360
2022/1/9,364372 ,356040 ,371290 ,353770 ,3.39K,2.34%,,359
2022/1/10,355960 ,364372 ,368440 ,337980 ,3.12K,-2.31%,,358
2022/1/11,373465 ,355960 ,376617 ,352171 ,1.52K,4.92%,,357
2022/1/12,386710 ,373465 ,390318 ,369973 ,2.11K,3.55%,,356
2022/1/13,369451 ,386710 ,389690 ,368950 ,1.60K,-4.46%,,355
2022/1/14,377845 ,369451 ,381630 ,363610 ,2.73K,2.27%,,354
2022/1/15,380277 ,377845 ,385181 ,373310 ,1.31K,0.64%,,353
2022/1/16,382880 ,380277 ,387140 ,373920 ,0.94K,0.68%,,352
2022/1/17,368050 ,382880 ,383652 ,360390 ,1.19K,-3.87%,,351
2022/1/18,362420 ,368050 ,371410 ,353850 ,1.25K,-1.53%,,350
2022/1/19,353210 ,362420 ,364500 ,348838 ,2.02K,-2.54%,,349
2022/1/20,342450 ,353210 ,373263 ,340600 ,1.25K,-3.05%,,348
2022/1/21,292610 ,342450 ,345748 ,280630 ,6.21K,-14.55%,,347
2022/1/22,274440 ,292610 ,298175 ,261880 ,4.99K,-6.21%,,346
2022/1/23,289339 ,274440 ,289880 ,270247 ,2.12K,5.43%,,345
2022/1/24,278581 ,289339 ,289339 ,245690 ,5.26K,-3.72%,,344
2022/1/25,280160 ,278581 ,285520 ,268020 ,1.18K,0.57%,,343
2022/1/26,282532 ,280160 ,311541 ,275300 ,2.11K,0.85%,,342
2022/1/27,279720 ,282532 ,290878 ,267100 ,2.69K,-1.00%,,341
2022/1/28,293470 ,279720 ,294360 ,273098 ,2.04K,4.92%,,340
2022/1/29,300040 ,293470 ,303800 ,290610 ,0.84K,2.24%,,339
2022/1/30,300751 ,300040 ,304290 ,293340 ,1.61K,0.24%,,338
2022/1/31,309548 ,300360 ,311308 ,286731 ,3.67K,2.93%,,337
2022/2/1,320120 ,309548 ,322803 ,308470 ,1.84K,3.42%,,336
2022/2/2,306265 ,320120 ,321640 ,299580 ,2.12K,-4.33%,,335
2022/2/3,310130 ,306265 ,312080 ,296210 ,3.99K,1.26%,,334
2022/2/4,345080 ,310130 ,345080 ,307050 ,4.88K,11.27%,,333
2022/2/5,347860 ,345080 ,352780 ,341080 ,2.83K,0.81%,,332
2022/2/6,352482 ,347860 ,354570 ,340824 ,1.18K,1.33%,,331
2022/2/7,361500 ,352482 ,366740 ,345660 ,2.41K,2.56%,,330
2022/2/8,360220 ,361500 ,373440 ,350381 ,4.48K,-0.35%,,329
2022/2/9,375499 ,360220 ,378202 ,353258 ,3.04K,4.24%,,328
2022/2/10,356960 ,375499 ,380338 ,355380 ,4.32K,-4.94%,,327
2022/2/11,338595 ,356960 ,364099 ,333100 ,4.33K,-5.14%,,326
2022/2/12,338280 ,338595 ,346070 ,331660 ,0.99K,-0.09%,,325
2022/2/13,331840 ,338280 ,342080 ,329050 ,0.76K,-1.90%,,324
2022/2/14,338900 ,331840 ,342910 ,327450 ,2.20K,2.13%,,323
2022/2/15,368164 ,338900 ,369560 ,336360 ,1.77K,8.63%,,322
2022/2/16,360330 ,368164 ,368370 ,351890 ,1.64K,-2.13%,,321
2022/2/17,332440 ,360330 ,364888 ,328420 ,3.09K,-7.74%,,320
2022/2/18,320409 ,332440 ,339400 ,317110 ,2.31K,-3.62%,,319
2022/2/19,318050 ,320409 ,325650 ,310660 ,1.30K,-0.74%,,318
2022/2/20,301450 ,318050 ,318050 ,296600 ,1.43K,-5.22%,,317
2022/2/21,294530 ,301450 ,317440 ,293590 ,4.96K,-2.30%,,316
2022/2/22,303900 ,294530 ,307250 ,287430 ,3.67K,3.18%,,315
2022/2/23,296620 ,303900 ,317160 ,296620 ,2.61K,-2.40%,,314
2022/2/24,300560 ,296620 ,315440 ,264620 ,6.45K,1.33%,,313
2022/2/25,320040 ,300560 ,328010 ,297140 ,3.15K,6.48%,,312
2022/2/26,321910 ,320040 ,332090 ,316230 ,1.72K,0.58%,,311
2022/2/27,302659 ,321350 ,327630 ,295280 ,3.48K,-5.98%,,310
2022/2/28,336550 ,302659 ,339210 ,297440 ,3.79K,11.20%,,309
2022/3/1,341760 ,336550 ,349200 ,328090 ,3.13K,1.55%,,308
2022/3/2,340840 ,341760 ,350400 ,335600 ,2.26K,-0.27%,,307
2022/3/3,327700 ,340840 ,343220 ,322530 ,1.02K,-3.86%,,306
2022/3/4,301275 ,327700 ,327720 ,296050 ,2.30K,-8.06%,,305
2022/3/5,305470 ,301275 ,308106 ,297540 ,0.41K,1.39%,,304
2022/3/6,292890 ,305470 ,306890 ,291690 ,0.94K,-4.12%,,303
2022/3/7,287790 ,292890 ,305220 ,282216 ,2.04K,-1.74%,,302
2022/3/8,298560 ,287790 ,303590 ,286432 ,2.30K,3.74%,,301
2022/3/9,316430 ,298560 ,320909 ,297510 ,1.80K,5.99%,,300
2022/3/10,303140 ,316450 ,317068 ,296410 ,2.80K,-4.20%,,299
2022/3/11,300090 ,303140 ,312750 ,293448 ,2.19K,-1.01%,,298
2022/3/12,301390 ,300090 ,306530 ,299606 ,0.71K,0.43%,,297
2022/3/13,296130 ,301390 ,305250 ,292900 ,0.66K,-1.75%,,296
2022/3/14,306820 ,296130 ,307586 ,293960 ,1.59K,3.61%,,295
2022/3/15,310010 ,306820 ,315330 ,296608 ,2.42K,1.04%,,294
2022/3/16,330000 ,310010 ,331320 ,308560 ,2.77K,6.45%,,293
2022/3/17,333780 ,330000 ,336440 ,326570 ,1.41K,1.15%,,292
2022/3/18,350999 ,333780 ,354820 ,328780 ,2.51K,5.16%,,291
2022/3/19,351690 ,350999 ,355950 ,344770 ,1.25K,0.20%,,290
2022/3/20,340980 ,351690 ,353420 ,336157 ,0.76K,-3.05%,,289
2022/3/21,346370 ,340980 ,352675 ,337790 ,0.99K,1.58%,,288
2022/3/22,360080 ,346370 ,366293 ,345550 ,1.90K,3.96%,,287
2022/3/23,367220 ,360080 ,368238 ,353960 ,2.10K,1.98%,,286
2022/3/24,380350 ,367220 ,381849 ,364284 ,1.34K,3.58%,,285
2022/3/25,379640 ,380350 ,388970 ,375680 ,2.27K,-0.19%,,284
2022/3/26,384090 ,379640 ,384860 ,376960 ,0.35K,1.17%,,283
2022/3/27,403290 ,384090 ,403290 ,381920 ,0.53K,5.00%,,282
2022/3/28,411550 ,403290 ,424150 ,400240 ,1.93K,2.05%,,281
2022/3/29,418740 ,411550 ,429859 ,411550 ,3.00K,1.75%,,280
2022/3/30,413180 ,418740 ,419990 ,407597 ,3.51K,-1.33%,,279
2022/3/31,399790 ,413180 ,419670 ,396970 ,2.30K,-3.24%,,278
2022/4/1,420890 ,399790 ,426650 ,394556 ,1.73K,5.28%,,277
2022/4/2,422050 ,420890 ,432140 ,420890 ,0.96K,0.28%,,276
2022/4/3,431730 ,422050 ,439070 ,418230 ,0.81K,2.29%,,275
2022/4/4,432200 ,431730 ,435000 ,418770 ,1.35K,0.11%,,274
2022/4/5,421272 ,432200 ,436270 ,420497 ,1.59K,-2.53%,,273
2022/4/6,392590 ,421272 ,421272 ,391780 ,3.18K,-6.81%,,272
2022/4/7,400750 ,392590 ,405060 ,388991 ,1.31K,2.08%,,271
2022/4/8,396910 ,400750 ,411550 ,394580 ,1.26K,-0.96%,,270
2022/4/9,405470 ,396910 ,406310 ,395808 ,0.43K,2.16%,,269
2022/4/10,397680 ,405470 ,411440 ,397670 ,0.84K,-1.92%,,268
2022/4/11,373907 ,397680 ,400740 ,370290 ,2.95K,-5.98%,,267
2022/4/12,379980 ,373907 ,385480 ,370360 ,2.50K,1.62%,,266
2022/4/13,390950 ,379980 ,393120 ,377640 ,2.04K,2.89%,,265
2022/4/14,381380 ,390950 ,394060 ,375230 ,1.56K,-2.45%,,264
2022/4/15,384640 ,381380 ,386480 ,378850 ,0.55K,0.85%,,263
2022/4/16,387040 ,384640 ,390180 ,381100 ,0.47K,0.62%,,262
2022/4/17,378550 ,387040 ,389820 ,378050 ,0.74K,-2.19%,,261
2022/4/18,388780 ,378550 ,390202 ,365220 ,1.42K,2.70%,,260
2022/4/19,401300 ,388780 ,403150 ,388040 ,2.11K,3.22%,,259
2022/4/20,394040 ,401300 ,405300 ,388360 ,5.85K,-1.81%,,258
2022/4/21,383330 ,394040 ,407690 ,378180 ,1.80K,-2.72%,,257
2022/4/22,380870 ,383330 ,388270 ,377860 ,2.69K,-0.64%,,256
2022/4/23,377070 ,380770 ,382890 ,375140 ,0.37K,-1.00%,,255
2022/4/24,376250 ,376970 ,381530 ,374609 ,0.75K,-0.22%,,254
2022/4/25,384550 ,376250 ,387330 ,358930 ,3.30K,2.21%,,253
2022/4/26,357540 ,384550 ,386830 ,352900 ,3.30K,-7.02%,,252
2022/4/27,371260 ,357540 ,374190 ,356240 ,2.05K,3.84%,,251
2022/4/28,384290 ,371260 ,390750 ,370140 ,5.69K,3.51%,,250
2022/4/29,365690 ,384290 ,385240 ,360440 ,3.30K,-4.84%,,249
2022/4/30,354430 ,365690 ,368660 ,352710 ,1.12K,-3.08%,,248
2022/5/1,367540 ,354430 ,370540 ,352893 ,1.11K,3.70%,,247
2022/5/2,371700 ,367540 ,374990 ,361890 ,1.82K,1.13%,,246
2022/5/3,362010 ,371700 ,372310 ,358910 ,1.59K,-2.61%,,245
2022/5/4,379970 ,362010 ,382750 ,360700 ,3.05K,4.96%,,244
2022/5/5,358140 ,379970 ,381650 ,354270 ,3.18K,-5.75%,,243
2022/5/6,352540 ,358140 ,360570 ,344330 ,3.11K,-1.56%,,242
2022/5/7,344430 ,352540 ,352840 ,338250 ,1.21K,-2.30%,,241
2022/5/8,329576 ,344430 ,344430 ,325190 ,2.55K,-4.31%,,240
2022/5/9,292472 ,329576 ,331440 ,290210 ,7.60K,-11.26%,,239
2022/5/10,305980 ,292472 ,319500 ,286150 ,11.34K,4.62%,,238
2022/5/11,270398 ,305710 ,318631 ,261819 ,11.21K,-11.63%,,237
2022/5/12,251470 ,270398 ,283990 ,228640 ,9.00K,-7.00%,,236
2022/5/13,259860 ,251470 ,278040 ,249770 ,3.16K,3.34%,,235
2022/5/14,265930 ,259860 ,267540 ,252590 ,0.98K,2.34%,,234
2022/5/15,277510 ,265930 ,279630 ,258750 ,2.02K,4.35%,,233
2022/5/16,260660 ,277510 ,277510 ,255706 ,4.43K,-6.07%,,232
2022/5/17,270660 ,260660 ,275190 ,259557 ,2.05K,3.84%,,231
2022/5/18,244270 ,270660 ,272674 ,244270 ,3.68K,-9.75%,,230
2022/5/19,258470 ,244270 ,260493 ,244180 ,5.60K,5.81%,,229
2022/5/20,251070 ,258470 ,264000 ,245660 ,2.50K,-2.86%,,228
2022/5/21,252460 ,251070 ,254540 ,248710 ,0.33K,0.55%,,227
2022/5/22,261800 ,252460 ,263010 ,251410 ,0.58K,3.70%,,226
2022/5/23,252200 ,261800 ,266050 ,250280 ,1.49K,-3.67%,,225
2022/5/24,250920 ,252200 ,254250 ,241940 ,3.06K,-0.51%,,224
2022/5/25,246740 ,250920 ,256750 ,245610 ,1.56K,-1.67%,,223
2022/5/26,227340 ,246740 ,250050 ,220790 ,3.35K,-7.86%,,222
2022/5/27,219190 ,227340 ,231470 ,217480 ,3.73K,-3.58%,,221
2022/5/28,228220 ,219190 ,229510 ,218900 ,0.85K,4.12%,,220
2022/5/29,231010 ,228220 ,232340 ,224430 ,2.24K,1.22%,,219
2022/5/30,255360 ,231010 ,256770 ,229360 ,3.39K,10.54%,,218
2022/5/31,249840 ,255360 ,257460 ,247960 ,2.94K,-2.16%,,217
2022/6/1,236950 ,249840 ,255230 ,230490 ,4.28K,-5.16%,,216
2022/6/2,238550 ,236950 ,240750 ,231590 ,2.31K,0.68%,,215
2022/6/3,232650 ,238550 ,239330 ,226950 ,1.79K,-2.47%,,214
2022/6/4,235850 ,232650 ,237667 ,229013 ,0.29K,1.38%,,213
2022/6/5,236480 ,235850 ,239570 ,232140 ,0.63K,0.27%,,212
2022/6/6,245980 ,236480 ,251080 ,236310 ,2.45K,4.02%,,211
2022/6/7,241200 ,245980 ,248150 ,229050 ,4.81K,-1.94%,,210
2022/6/8,241280 ,241200 ,246682 ,234982 ,3.44K,0.03%,,209
2022/6/9,240510 ,241280 ,245030 ,238180 ,4.37K,-0.32%,,208
2022/6/10,223640 ,240510 ,242006 ,222955 ,6.80K,-7.01%,,207
2022/6/11,205682 ,223640 ,226290 ,202007 ,4.37K,-8.03%,,206
2022/6/12,194420 ,205682 ,207950 ,191861 ,4.22K,-5.48%,,205
2022/6/13,162035 ,194420 ,196210 ,156158 ,13.00K,-16.66%,,204
2022/6/14,164070 ,162598 ,170590 ,144578 ,14.04K,1.26%,,203
2022/6/15,166140 ,164070 ,167240 ,136738 ,14.59K,1.26%,,202
2022/6/16,141545 ,166140 ,168500 ,139550 ,13.13K,-14.80%,,201
2022/6/17,146218 ,141545 ,150240 ,139740 ,11.02K,3.30%,,200
2022/6/18,134550 ,146218 ,147642 ,119240 ,6.21K,-7.98%,,199
2022/6/19,152580 ,134550 ,156200 ,126461 ,4.70K,13.40%,,198
2022/6/20,152460 ,152580 ,157410 ,142140 ,3.24K,-0.08%,,197
2022/6/21,153243 ,152460 ,162140 ,149700 ,2.54K,0.51%,,196
2022/6/22,142429 ,153243 ,153488 ,142175 ,2.99K,-7.06%,,195
2022/6/23,154090 ,142429 ,155260 ,142429 ,3.06K,8.19%,,194
2022/6/24,165430 ,154090 ,168256 ,152026 ,2.46K,7.36%,,193
2022/6/25,167796 ,165430 ,169890 ,159500 ,1.25K,1.43%,,192
2022/6/26,161928 ,167796 ,173020 ,161560 ,2.35K,-3.50%,,191
2022/6/27,161260 ,161928 ,167260 ,159090 ,1.44K,-0.41%,,190
2022/6/28,155620 ,161260 ,168218 ,154700 ,2.05K,-3.50%,,189
2022/6/29,150090 ,155620 ,157230 ,148662 ,4.14K,-3.55%,,188
2022/6/30,145130 ,150090 ,151110 ,135770 ,4.59K,-3.30%,,187
2022/7/1,143250 ,145130 ,150892 ,139910 ,5.89K,-1.30%,,186
2022/7/2,144191 ,143250 ,145770 ,139133 ,1.92K,0.66%,,185
2022/7/3,145027 ,144191 ,147080 ,140850 ,1.14K,0.58%,,184
2022/7/4,156397 ,145027 ,157416 ,141476 ,2.96K,7.84%,,183
2022/7/5,153870 ,156397 ,159690 ,146450 ,3.93K,-1.62%,,182
2022/7/6,161370 ,153870 ,163650 ,150490 ,6.16K,4.87%,,181
2022/7/7,168347 ,161370 ,170291 ,157920 ,4.59K,4.32%,,180
2022/7/8,165110 ,168347 ,173214 ,162830 ,11.55K,-1.92%,,179
2022/7/9,165590 ,165110 ,167680 ,164139 ,0.44K,0.29%,,178
2022/7/10,158880 ,165590 ,165731 ,156920 ,0.68K,-4.05%,,177
2022/7/11,150690 ,158880 ,159399 ,149980 ,2.72K,-5.15%,,176
2022/7/12,142290 ,150690 ,150780 ,141730 ,4.79K,-5.57%,,175
2022/7/13,153450 ,142290 ,153840 ,137975 ,9.11K,7.84%,,174
2022/7/14,165640 ,153450 ,168640 ,149240 ,4.85K,7.94%,,173
2022/7/15,170486 ,165690 ,177920 ,164090 ,4.53K,2.93%,,172
